Municipio,Numero_Focos,lat,lon,IMRI,Classificação_IMRI,Bioma_Mais_Afetado,Mes_Mais_Afetado,Focos 2015,Focos 2016,Focos 2017,Focos 2018,Focos 2019,Focos 2020,Focos 2021,Focos 2022,Focos 2023,Focos 2024,Focos 2025
MIRABELA,50,-16.2716718,-44.1590576,4.55,Baixo,Cerrado,Set,2.0,1.0,2.0,4.0,2.0,6.0,14.0,4.0,4.0,4.0,7.0
OURO BRANCO,50,-20.533375,-43.6981772,4.55,Baixo,Mata Atlântica,Set,4.0,1.0,6.0,2.0,4.0,7.0,5.0,2.0,0.0,9.0,10.0
CARMO DA MATA,49,-20.561450612244897,-44.88996857142857,4.45,Baixo,Mata Atlântica,Set,2.0,2.0,4.0,0.0,4.0,7.0,3.0,9.0,2.0,8.0,8.0
CATAS ALTAS,49,-20.095825918367343,-43.42141163265306,4.45,Baixo,Mata Atlântica,Set,6.0,0.0,5.0,0.0,3.0,4.0,7.0,2.0,1.0,21.0,0.0
CARMO DO CAJURU,49,-20.1661306122449,-44.71256836734693,4.45,Baixo,Cerrado,Set,0.0,3.0,7.0,1.0,0.0,11.0,4.0,6.0,2.0,8.0,7.0
JOÃO MONLEVADE,49,-19.842666530612245,-43.16009510204082,4.45,Baixo,Mata Atlântica,Ago,1.0,5.0,6.0,0.0,10.0,5.0,3.0,2.0,2.0,15.0,0.0
UNIÃO DE MINAS,49,-19.38226142857143,-50.371310816326535,4.45,Baixo,Cerrado,Set,9.0,10.0,5.0,3.0,2.0,2.0,2.0,1.0,1.0,5.0,9.0
NOVA PORTEIRINHA,49,-15.750848163265308,-43.27292265306123,4.45,Baixo,Cerrado,Out,2.0,3.0,0.0,6.0,0.0,3.0,4.0,11.0,6.0,8.0,6.0
SANTA RITA DE CALDAS,49,-21.984989591836737,-46.22071551020408,4.45,Baixo,Mata Atlântica,Set,1.0,5.0,7.0,5.0,1.0,5.0,13.0,0.0,3.0,8.0,1.0
CAMBUQUIRA,48,-21.8674925,-45.26980895833333,4.36,Baixo,Mata Atlântica,Set,1.0,5.0,6.0,3.0,1.0,6.0,9.0,0.0,3.0,11.0,3.0
ITAIPÉ,48,-17.392105833333332,-41.6454775,4.36,Baixo,Mata Atlântica,Nov,14.0,1.0,0.0,4.0,7.0,2.0,4.0,6.0,9.0,1.0,0.0
SANTANA DO MANHUAÇU,48,-20.057405625,-41.91157875,4.36,Baixo,Mata Atlântica,Out,6.0,2.0,3.0,5.0,7.0,4.0,3.0,4.0,2.0,6.0,6.0
PRESIDENTE BERNARDES,48,-20.758109791666666,-43.16695958333333,4.36,Baixo,Mata Atlântica,Set,2.0,0.0,12.0,0.0,0.0,1.0,4.0,6.0,4.0,14.0,5.0
DIONÍSIO,48,-19.844701458333333,-42.68008854166666,4.36,Baixo,Mata Atlântica,Set,3.0,6.0,1.0,0.0,11.0,0.0,0.0,1.0,1.0,10.0,15.0
JENIPAPO DE MINAS,48,-17.185280833333334,-42.202362916666665,4.36,Baixo,Mata Atlântica,Set,10.0,1.0,3.0,12.0,2.0,8.0,1.0,4.0,4.0,1.0,2.0
ILICÍNEA,47,-20.937294680851064,-45.81509595744681,4.27,Baixo,Cerrado,Set,3.0,1.0,5.0,2.0,7.0,4.0,3.0,4.0,6.0,10.0,2.0
MARLIÉRIA,47,-19.67925574468085,-42.66407063829787,4.27,Baixo,Mata Atlântica,Nov,11.0,0.0,2.0,1.0,18.0,0.0,5.0,3.0,0.0,5.0,2.0
JEQUERI,47,-20.474157446808512,-42.62981446808511,4.27,Baixo,Mata Atlântica,Set,0.0,1.0,7.0,5.0,1.0,2.0,8.0,1.0,4.0,7.0,11.0
ALÉM PARAÍBA,47,-21.833364468085108,-42.74031723404256,4.27,Baixo,Mata Atlântica,Set,0.0,1.0,7.0,2.0,10.0,1.0,5.0,7.0,5.0,7.0,2.0
VIRGINÓPOLIS,46,-18.82044152173913,-42.67141065217391,4.18,Baixo,Mata Atlântica,Set,6.0,0.0,2.0,1.0,7.0,0.0,11.0,1.0,2.0,13.0,3.0
SÃO PEDRO DOS FERROS,46,-20.069386304347827,-42.56703782608696,4.18,Baixo,Mata Atlântica,Out,8.0,0.0,9.0,0.0,12.0,1.0,7.0,2.0,0.0,1.0,6.0
UBAÍ,46,-16.394299999999998,-44.91301891304347,4.18,Baixo,Cerrado,Set,8.0,2.0,0.0,2.0,2.0,0.0,2.0,2.0,11.0,4.0,13.0
SERRA AZUL DE MINAS,46,-18.39294673913044,-43.19000456521739,4.18,Baixo,Mata Atlântica,Set,9.0,1.0,2.0,0.0,6.0,3.0,1.0,0.0,11.0,11.0,2.0
ARCEBURGO,45,-21.372075777777777,-46.94694911111111,4.09,Baixo,Cerrado,Set,3.0,5.0,4.0,1.0,4.0,2.0,4.0,0.0,1.0,15.0,6.0
NATALÂNDIA,45,-16.571234444444446,-46.48198333333333,4.09,Baixo,Cerrado,Out,1.0,4.0,3.0,0.0,3.0,6.0,2.0,10.0,6.0,5.0,5.0
ANGELÂNDIA,45,-17.697942444444443,-42.271371333333335,4.09,Baixo,Mata Atlântica,Ago,5.0,1.0,2.0,3.0,3.0,5.0,10.0,6.0,4.0,0.0,6.0
MONSENHOR PAULO,44,-21.74051363636364,-45.45892272727273,4.0,Baixo,Mata Atlântica,Ago,0.0,2.0,2.0,3.0,0.0,7.0,7.0,3.0,6.0,9.0,5.0
CLARO DOS POÇÕES,44,-17.120049545454545,-44.23895931818182,4.0,Baixo,Cerrado,Jul,3.0,1.0,5.0,2.0,2.0,2.0,10.0,0.0,14.0,1.0,4.0
DORES DE GUANHÃES,44,-19.070377045454546,-42.90499386363636,4.0,Baixo,Mata Atlântica,Out,8.0,0.0,2.0,0.0,13.0,1.0,7.0,1.0,4.0,2.0,6.0
ITAJUBÁ,43,-22.41788418604651,-45.44546837209303,3.91,Baixo,Mata Atlântica,Ago,2.0,3.0,3.0,1.0,4.0,18.0,1.0,1.0,0.0,2.0,8.0
SANTA RITA DE IBITIPOCA,43,-21.582416976744188,-43.93727651162791,3.91,Baixo,Mata Atlântica,Set,0.0,0.0,7.0,3.0,7.0,2.0,1.0,4.0,2.0,12.0,5.0
PRESIDENTE KUBITSCHEK,43,-18.620665813953487,-43.596641627906976,3.91,Baixo,Mata Atlântica,Set,1.0,3.0,5.0,2.0,1.0,1.0,11.0,2.0,3.0,5.0,9.0
POTÉ,43,-17.81916930232558,-41.77837906976744,3.91,Baixo,Mata Atlântica,Nov,16.0,1.0,1.0,1.0,13.0,0.0,5.0,2.0,1.0,2.0,1.0
ENGENHEIRO CALDAS,43,-19.105544883720928,-42.0090123255814,3.91,Baixo,Mata Atlântica,Ago,0.0,2.0,1.0,0.0,22.0,3.0,7.0,3.0,2.0,2.0,1.0
BELA VISTA DE MINAS,43,-19.807927441860468,-43.10807604651163,3.91,Baixo,Mata Atlântica,Set,3.0,5.0,4.0,1.0,3.0,3.0,0.0,0.0,2.0,14.0,8.0
CONCEIÇÃO DO PARÁ,43,-19.75418465116279,-44.88414511627907,3.91,Baixo,Cerrado,Set,3.0,7.0,7.0,1.0,6.0,4.0,5.0,1.0,1.0,6.0,2.0
ITAVERAVA,42,-20.68096095238096,-43.59757714285714,3.82,Baixo,Mata Atlântica,Set,8.0,6.0,7.0,2.0,6.0,1.0,1.0,2.0,0.0,6.0,3.0
NOVORIZONTE,42,-15.98941619047619,-42.39846238095238,3.82,Baixo,Mata Atlântica,Out,3.0,0.0,4.0,4.0,5.0,2.0,4.0,1.0,7.0,1.0,11.0
ITANHOMI,42,-19.140337857142857,-41.872993095238094,3.82,Baixo,Mata Atlântica,Set,3.0,3.0,3.0,0.0,5.0,0.0,12.0,2.0,0.0,11.0,3.0
SERRA DA SAUDADE,42,-19.374793333333333,-45.77535023809524,3.82,Baixo,Cerrado,Out,4.0,10.0,0.0,1.0,2.0,2.0,2.0,6.0,6.0,7.0,2.0
SERICITA,42,-20.51002119047619,-42.43325261904762,3.82,Baixo,Mata Atlântica,Set,0.0,6.0,6.0,0.0,2.0,0.0,8.0,4.0,0.0,14.0,2.0
CAMPANÁRIO,41,-18.306185853658537,-41.75267585365854,3.73,Baixo,Mata Atlântica,Set,4.0,1.0,0.0,1.0,7.0,0.0,3.0,7.0,3.0,4.0,11.0
DESTERRO DE ENTRE RIOS,41,-20.6378424390244,-44.26508975609756,3.73,Baixo,Mata Atlântica,Set,5.0,6.0,6.0,4.0,0.0,3.0,5.0,2.0,0.0,8.0,2.0
TARUMIRIM,41,-19.306548536585368,-41.97704268292683,3.73,Baixo,Mata Atlântica,Set,0.0,0.0,2.0,2.0,6.0,7.0,8.0,6.0,1.0,6.0,3.0
SÃO DOMINGOS DO PRATA,41,-19.914519512195124,-42.8914624390244,3.73,Baixo,Mata Atlântica,Set,0.0,0.0,7.0,2.0,5.0,1.0,2.0,2.0,3.0,10.0,9.0
IGARAPÉ,40,-20.0745725,-44.31662975,3.64,Baixo,Mata Atlântica,Set,4.0,2.0,10.0,1.0,4.0,2.0,0.0,4.0,3.0,6.0,4.0
BRÁS PIRES,40,-20.852236,-43.254563000000005,3.64,Baixo,Mata Atlântica,Set,0.0,1.0,3.0,2.0,0.0,11.0,3.0,2.0,2.0,12.0,4.0
PIEDADE DE CARATINGA,40,-19.75730275,-42.04142225,3.64,Baixo,Mata Atlântica,Out,3.0,0.0,0.0,4.0,7.0,1.0,5.0,1.0,3.0,10.0,6.0
CAPIM BRANCO,40,-19.56237825,-44.150143,3.64,Baixo,Cerrado,Set,1.0,3.0,5.0,0.0,20.0,0.0,2.0,0.0,2.0,6.0,1.0
UBAPORANGA,40,-19.663795,-42.076564000000005,3.64,Baixo,Mata Atlântica,Out,4.0,2.0,5.0,0.0,6.0,4.0,3.0,6.0,3.0,4.0,3.0
BELO ORIENTE,40,-19.25931975,-42.45637825,3.64,Baixo,Mata Atlântica,Out,16.0,2.0,0.0,1.0,1.0,3.0,3.0,2.0,0.0,10.0,2.0
PAINEIRAS,40,-18.92145725,-45.50661575,3.64,Baixo,Cerrado,Set,3.0,4.0,4.0,5.0,0.0,3.0,5.0,5.0,3.0,6.0,2.0
SÃO GERALDO,39,-20.904583846153848,-42.82654487179487,3.55,Baixo,Mata Atlântica,Set,1.0,0.0,12.0,0.0,5.0,0.0,4.0,4.0,4.0,5.0,4.0
SÃO JOÃO EVANGELISTA,39,-18.49111230769231,-42.76763051282051,3.55,Baixo,Mata Atlântica,Set,7.0,0.0,3.0,1.0,6.0,1.0,4.0,3.0,4.0,6.0,4.0
REDUTO,39,-20.245766923076925,-41.941842820512825,3.55,Baixo,Mata Atlântica,Set,0.0,3.0,7.0,2.0,5.0,1.0,3.0,2.0,4.0,7.0,5.0
RESSAQUINHA,39,-21.093330512820515,-43.7702017948718,3.55,Baixo,Mata Atlântica,Set,2.0,3.0,6.0,0.0,4.0,3.0,8.0,0.0,3.0,9.0,1.0
MAR DE ESPANHA,39,-21.88155564102564,-43.02743102564102,3.55,Baixo,Mata Atlântica,Set,0.0,4.0,4.0,0.0,8.0,1.0,2.0,5.0,6.0,9.0,0.0
ARAÚJOS,39,-19.86319564102564,-45.16719025641026,3.55,Baixo,Cerrado,Set,0.0,1.0,4.0,1.0,1.0,3.0,8.0,2.0,2.0,13.0,4.0
MANHUMIRIM,39,-20.35196743589744,-41.95332871794872,3.55,Baixo,Mata Atlântica,Set,2.0,2.0,3.0,0.0,6.0,5.0,5.0,0.0,2.0,11.0,3.0
FLORESTAL,38,-19.89617789473684,-44.461375789473685,3.45,Baixo,Mata Atlântica,Set,4.0,7.0,7.0,0.0,6.0,1.0,2.0,1.0,0.0,8.0,2.0
BOCAINA DE MINAS,38,-22.191121578947367,-44.47826789473684,3.45,Baixo,Mata Atlântica,Ago,0.0,7.0,3.0,7.0,5.0,0.0,1.0,4.0,3.0,4.0,4.0
NOVA MÓDICA,38,-18.44702394736842,-41.52158210526316,3.45,Baixo,Mata Atlântica,Set,1.0,0.0,0.0,6.0,7.0,7.0,2.0,9.0,0.0,5.0,1.0
SÃO TIAGO,38,-20.923566315789472,-44.56317736842105,3.45,Baixo,Mata Atlântica,Set,0.0,3.0,6.0,3.0,6.0,1.0,6.0,3.0,1.0,5.0,4.0
TUMIRITINGA,37,-18.978882162162165,-41.78568297297297,3.36,Baixo,Mata Atlântica,Set,3.0,0.0,3.0,4.0,10.0,1.0,7.0,8.0,0.0,1.0,0.0
IRAÍ DE MINAS,37,-19.010485675675675,-47.44701594594595,3.36,Baixo,Cerrado,Set,3.0,0.0,4.0,5.0,2.0,3.0,14.0,2.0,0.0,3.0,1.0
FORTUNA DE MINAS,37,-19.56253567567568,-44.49239756756757,3.36,Baixo,Cerrado,Set,1.0,2.0,5.0,0.0,0.0,6.0,2.0,3.0,2.0,16.0,0.0
MORRO DA GARÇA,37,-18.61631864864865,-44.60217432432432,3.36,Baixo,Cerrado,Dez,0.0,4.0,15.0,3.0,1.0,1.0,5.0,0.0,4.0,4.0,0.0
SÃO JOSÉ DA LAPA,37,-19.701552702702703,-43.99000837837838,3.36,Baixo,Cerrado,Ago,1.0,1.0,11.0,0.0,7.0,1.0,7.0,0.0,0.0,5.0,4.0
MARAVILHAS,37,-19.50079,-44.69681243243243,3.36,Baixo,Cerrado,Ago,3.0,0.0,1.0,0.0,3.0,4.0,4.0,2.0,0.0,15.0,5.0
NAZARENO,36,-21.219674166666668,-44.58450583333334,3.27,Baixo,Mata Atlântica,Jul,0.0,5.0,2.0,1.0,2.0,1.0,2.0,10.0,0.0,9.0,4.0
PERDÕES,36,-21.077983888888888,-45.04866388888889,3.27,Baixo,Mata Atlântica,Set,1.0,2.0,6.0,2.0,0.0,0.0,5.0,1.0,4.0,13.0,2.0
NACIP RAYDAN,36,-18.451695277777777,-42.21207638888889,3.27,Baixo,Mata Atlântica,Set,2.0,1.0,2.0,5.0,7.0,0.0,6.0,0.0,2.0,7.0,4.0
CAMANDUCAIA,35,-22.742852285714285,-46.120841142857145,3.18,Baixo,Mata Atlântica,Ago,3.0,5.0,1.0,0.0,0.0,2.0,13.0,0.0,1.0,4.0,6.0
CARMO DE MINAS,35,-22.07680342857143,-45.16536857142857,3.18,Baixo,Mata Atlântica,Set,0.0,2.0,4.0,3.0,2.0,3.0,8.0,0.0,2.0,11.0,0.0
IGARATINGA,35,-19.953285142857144,-44.69648371428571,3.18,Baixo,Cerrado,Set,0.0,2.0,0.0,1.0,6.0,10.0,7.0,2.0,0.0,3.0,4.0
CRUZÍLIA,35,-21.70172285714285,-44.761614571428574,3.18,Baixo,Mata Atlântica,Jun,1.0,4.0,4.0,6.0,1.0,0.0,1.0,10.0,3.0,0.0,5.0
ITAÚ DE MINAS,35,-20.74646514285714,-46.75926142857143,3.18,Baixo,Mata Atlântica,Set,6.0,2.0,1.0,1.0,1.0,16.0,1.0,1.0,2.0,3.0,1.0
SERRANOS,35,-21.832944857142856,-44.51470371428571,3.18,Baixo,Mata Atlântica,Set,9.0,2.0,3.0,0.0,0.0,4.0,2.0,3.0,2.0,4.0,6.0
ITAMONTE,35,-22.28271171428572,-44.75182142857143,3.18,Baixo,Mata Atlântica,Ago,0.0,2.0,9.0,1.0,2.0,2.0,7.0,2.0,2.0,8.0,0.0
RIO ESPERA,34,-20.88023588235294,-43.45852970588235,3.09,Baixo,Mata Atlântica,Set,0.0,3.0,8.0,0.0,1.0,5.0,1.0,0.0,1.0,8.0,7.0
SANTANA DO GARAMBÉU,34,-21.63873117647059,-44.05790911764706,3.09,Baixo,Mata Atlântica,Set,5.0,0.0,7.0,0.0,2.0,8.0,1.0,0.0,6.0,4.0,1.0
FREI LAGONEGRO,34,-18.13583823529412,-42.74014941176471,3.09,Baixo,Mata Atlântica,Out,5.0,3.0,3.0,0.0,5.0,2.0,3.0,4.0,3.0,3.0,3.0
ALTO JEQUITIBÁ,34,-20.434646176470583,-41.94375294117647,3.09,Baixo,Mata Atlântica,Set,2.0,1.0,4.0,0.0,8.0,0.0,7.0,3.0,0.0,6.0,3.0
MINDURI,34,-21.680983823529413,-44.60198470588235,3.09,Baixo,Mata Atlântica,Set,1.0,0.0,5.0,3.0,3.0,2.0,4.0,2.0,4.0,9.0,1.0
SÃO BRÁS DO SUAÇUÍ,34,-20.623289411764706,-43.97908088235294,3.09,Baixo,Mata Atlântica,Set,1.0,1.0,10.0,0.0,7.0,0.0,3.0,6.0,1.0,5.0,0.0
JUATUBA,34,-19.95101794117647,-44.37068911764706,3.09,Baixo,Mata Atlântica,Jul,1.0,0.0,11.0,1.0,0.0,0.0,13.0,0.0,0.0,5.0,3.0
SANTA ROSA DA SERRA,33,-19.590352424242425,-46.03122939393939,3.0,Baixo,Cerrado,Set,3.0,3.0,2.0,0.0,0.0,1.0,4.0,3.0,2.0,9.0,6.0
QUARTEL GERAL,33,-19.282791818181817,-45.64596212121212,3.0,Baixo,Cerrado,Out,9.0,7.0,3.0,1.0,1.0,1.0,7.0,0.0,0.0,1.0,3.0
RIO MANSO,33,-20.251362424242423,-44.35176666666667,3.0,Baixo,Mata Atlântica,Set,0.0,4.0,3.0,1.0,11.0,0.0,0.0,6.0,0.0,5.0,3.0
BARRA LONGA,33,-20.29103757575757,-43.05542878787879,3.0,Baixo,Mata Atlântica,Set,2.0,4.0,5.0,0.0,0.0,3.0,7.0,2.0,2.0,8.0,0.0
BARROSO,33,-21.188140606060603,-43.96057181818182,3.0,Baixo,Mata Atlântica,Ago,0.0,0.0,3.0,3.0,3.0,1.0,6.0,2.0,2.0,13.0,0.0
GUARACIABA,33,-20.55804909090909,-43.01980515151515,3.0,Baixo,Mata Atlântica,Set,0.0,1.0,11.0,1.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0
PEDRINÓPOLIS,33,-19.1798896969697,-47.51217242424242,3.0,Baixo,Cerrado,Set,1.0,2.0,2.0,1.0,11.0,4.0,10.0,0.0,2.0,0.0,0.0
PEDRA DO INDAIÁ,33,-20.285995454545457,-45.2220793939394,3.0,Baixo,Mata Atlântica,Set,2.0,0.0,4.0,1.0,9.0,1.0,0.0,2.0,0.0,13.0,1.0
PEDRA BONITA,33,-20.50593393939394,-42.36927636363637,3.0,Baixo,Mata Atlântica,Set,2.0,4.0,6.0,2.0,3.0,0.0,5.0,1.0,0.0,7.0,3.0
MERCÊS,33,-21.165532727272726,-43.328754545454544,3.0,Baixo,Mata Atlântica,Set,0.0,6.0,4.0,0.0,5.0,1.0,3.0,2.0,1.0,6.0,5.0
SÃO TOMÁS DE AQUINO,33,-20.78708606060606,-47.12620606060606,3.0,Baixo,Cerrado,Set,0.0,1.0,6.0,9.0,4.0,1.0,1.0,1.0,3.0,4.0,3.0
BOM JESUS DO AMPARO,33,-19.702569393939395,-43.48120121212121,3.0,Baixo,Cerrado,Set,1.0,1.0,5.0,1.0,12.0,0.0,4.0,2.0,2.0,3.0,2.0
CAMACHO,32,-20.6427740625,-45.1407059375,2.91,Baixo,Mata Atlântica,Ago,5.0,6.0,6.0,3.0,0.0,4.0,4.0,1.0,1.0,0.0,2.0
PALMÓPOLIS,32,-16.7976771875,-40.384295625,2.91,Baixo,Mata Atlântica,Set,16.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,4.0,1.0,2.0
SERRANIA,32,-21.5467275,-46.0838365625,2.91,Baixo,Mata Atlântica,Set,3.0,8.0,3.0,0.0,0.0,0.0,9.0,0.0,1.0,6.0,2.0
SANTA RITA DE JACUTINGA,32,-22.1176678125,-44.1435384375,2.91,Baixo,Mata Atlântica,Set,1.0,2.0,2.0,0.0,8.0,4.0,2.0,1.0,0.0,9.0,3.0
CARVALHOS,32,-22.0336540625,-44.476653125,2.91,Baixo,Mata Atlântica,Set,0.0,1.0,0.0,1.0,0.0,2.0,3.0,2.0,0.0,18.0,5.0
ASTOLFO DUTRA,32,-21.30386625,-42.8614296875,2.91,Baixo,Mata Atlântica,Set,0.0,4.0,6.0,0.0,1.0,8.0,2.0,5.0,1.0,5.0,0.0
UMBURATIBA,32,-17.2597775,-40.6453634375,2.91,Baixo,Mata Atlântica,Set,5.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,14.0,4.0,2.0
MOEMA,32,-19.834890625,-45.416918125,2.91,Baixo,Cerrado,Ago,1.0,2.0,0.0,0.0,3.0,5.0,7.0,4.0,5.0,3.0,2.0
CONCEIÇÃO DA BARRA DE MINAS,32,-21.1505953125,-44.4805290625,2.91,Baixo,Mata Atlântica,Set,1.0,4.0,2.0,3.0,6.0,5.0,0.0,2.0,3.0,5.0,1.0
RIO DO PRADO,32,-16.6980659375,-40.5522621875,2.91,Baixo,Mata Atlântica,Out,11.0,0.0,2.0,0.0,2.0,6.0,4.0,1.0,3.0,1.0,2.0
EXTREMA,32,-22.8366184375,-46.3033359375,2.91,Baixo,Mata Atlântica,Ago,0.0,1.0,3.0,1.0,2.0,4.0,0.0,1.0,7.0,6.0,7.0
ERVÁLIA,32,-20.843675625,-42.621983125,2.91,Baixo,Mata Atlântica,Set,1.0,0.0,2.0,1.0,1.0,5.0,6.0,7.0,0.0,7.0,2.0
ABRE CAMPO,31,-20.25463451612904,-42.4615035483871,2.82,Baixo,Mata Atlântica,Set,0.0,2.0,3.0,3.0,6.0,0.0,7.0,3.0,0.0,6.0,1.0
SANTA MARIA DO SALTO,31,-16.295729032258063,-40.10269064516129,2.82,Baixo,Mata Atlântica,Jun,4.0,2.0,2.0,0.0,2.0,6.0,10.0,0.0,3.0,0.0,2.0
BRAÚNAS,31,-19.085365161290323,-42.72861387096774,2.82,Baixo,Mata Atlântica,Out,6.0,1.0,11.0,1.0,6.0,1.0,1.0,0.0,0.0,4.0,0.0
ESPÍRITO SANTO DO DOURADO,31,-21.94496741935484,-46.03944387096774,2.82,Baixo,Mata Atlântica,Set,5.0,1.0,1.0,1.0,1.0,7.0,5.0,0.0,3.0,3.0,4.0
SANTA CRUZ DO ESCALVADO,31,-20.26250322580645,-42.85135677419355,2.82,Baixo,Mata Atlântica,Set,4.0,1.0,5.0,0.0,6.0,1.0,1.0,0.0,0.0,12.0,1.0
LEANDRO FERREIRA,31,-19.67050451612904,-45.02371967741936,2.82,Baixo,Cerrado,Set,3.0,0.0,2.0,2.0,3.0,0.0,4.0,6.0,5.0,2.0,4.0
CEDRO DO ABAETÉ,31,-19.095385483870967,-45.68309967741935,2.82,Baixo,Cerrado,Set,4.0,4.0,4.0,0.0,0.0,7.0,2.0,2.0,1.0,6.0,1.0
TURVOLÂNDIA,30,-21.88660666666667,-45.79574866666667,2.73,Baixo,Mata Atlântica,Ago,1.0,0.0,7.0,2.0,0.0,2.0,8.0,2.0,1.0,6.0,1.0
CARANAÍBA,30,-20.88984733333333,-43.71738166666667,2.73,Baixo,Mata Atlântica,Ago,1.0,2.0,1.0,0.0,9.0,4.0,2.0,2.0,4.0,5.0,0.0
CAPETINGA,30,-20.652396666666668,-47.053371,2.73,Baixo,Cerrado,Set,0.0,2.0,3.0,0.0,1.0,7.0,7.0,2.0,0.0,7.0,1.0
GUIRICEMA,30,-21.001480666666662,-42.685116,2.73,Baixo,Mata Atlântica,Ago,2.0,3.0,7.0,0.0,1.0,0.0,1.0,4.0,1.0,11.0,0.0
PEQUI,30,-19.593053,-44.647055,2.73,Baixo,Cerrado,Ago,0.0,1.0,7.0,1.0,1.0,0.0,4.0,3.0,0.0,10.0,3.0
JAPARAÍBA,30,-20.113579666666663,-45.575797,2.73,Baixo,Cerrado,Jul,1.0,4.0,7.0,0.0,1.0,5.0,0.0,0.0,0.0,5.0,7.0
ARAÇAÍ,30,-19.248388,-44.225265,2.73,Baixo,Cerrado,Set,0.0,4.0,0.0,0.0,4.0,7.0,0.0,9.0,2.0,4.0,0.0
CAXAMBU,30,-21.963249666666663,-44.94917833333333,2.73,Baixo,Mata Atlântica,Set,0.0,0.0,4.0,1.0,10.0,4.0,3.0,1.0,4.0,1.0,2.0
SIMÃO PEREIRA,30,-21.967444,-43.303862,2.73,Baixo,Mata Atlântica,Set,3.0,1.0,13.0,1.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0
CRUZEIRO DA FORTALEZA,30,-18.966162,-46.68904433333333,2.73,Baixo,Cerrado,Set,3.0,1.0,1.0,1.0,0.0,3.0,10.0,1.0,0.0,3.0,7.0
ITUMIRIM,30,-21.308157666666663,-44.827219,2.73,Baixo,Mata Atlântica,Set,0.0,6.0,4.0,1.0,8.0,4.0,0.0,0.0,2.0,3.0,2.0
SANTANA DA VARGEM,29,-21.26407827586207,-45.52129137931034,2.64,Baixo,Mata Atlântica,Set,3.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0
CAPARAÓ,29,-20.52821965517241,-41.95564103448276,2.64,Baixo,Mata Atlântica,Set,0.0,4.0,1.0,1.0,8.0,1.0,2.0,1.0,2.0,8.0,1.0
SÃO JOSÉ DA VARGINHA,29,-19.709424827586204,-44.556404827586206,2.64,Baixo,Cerrado,Set,2.0,2.0,4.0,0.0,3.0,2.0,1.0,2.0,1.0,4.0,8.0
SÃO SEBASTIÃO DA BELA VISTA,29,-22.159866551724136,-45.78920862068966,2.64,Baixo,Mata Atlântica,Ago,1.0,3.0,3.0,0.0,1.0,2.0,4.0,0.0,0.0,10.0,5.0
SANTA RITA DO SAPUCAÍ,29,-22.24894310344828,-45.690494482758616,2.64,Baixo,Mata Atlântica,Set,1.0,1.0,2.0,2.0,0.0,12.0,1.0,2.0,1.0,4.0,3.0
PRESIDENTE JUSCELINO,29,-18.69651172413793,-44.10700620689656,2.64,Baixo,Cerrado,Set,2.0,0.0,2.0,0.0,7.0,3.0,6.0,3.0,4.0,2.0,0.0
URUCÂNIA,29,-20.318213448275863,-42.71563310344828,2.64,Baixo,Mata Atlântica,Jun,0.0,0.0,0.0,1.0,3.0,0.0,6.0,0.0,1.0,8.0,10.0
SÃO JOÃO NEPOMUCENO,28,-21.58406571428572,-43.06878428571429,2.55,Baixo,Mata Atlântica,Ago,7.0,1.0,3.0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,2.0
CATAS ALTAS DA NORUEGA,28,-20.658673928571428,-43.50471571428572,2.55,Baixo,Mata Atlântica,Set,0.0,1.0,5.0,3.0,1.0,4.0,1.0,1.0,3.0,3.0,6.0
VARGEM GRANDE DO RIO PARDO,28,-15.303051071428571,-42.26314285714285,2.55,Baixo,Mata Atlântica,Set,14.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,3.0,3.0
SOLEDADE DE MINAS,28,-22.004604285714287,-45.044742142857146,2.55,Baixo,Mata Atlântica,Ago,0.0,11.0,4.0,2.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0
SENHORA DE OLIVEIRA,28,-20.787734642857146,-43.34812107142857,2.55,Baixo,Mata Atlântica,Set,1.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,3.0,5.0,4.0
CONFINS,28,-19.64681714285714,-43.97660714285714,2.55,Baixo,Cerrado,Ago,1.0,2.0,7.0,0.0,0.0,2.0,3.0,3.0,0.0,9.0,1.0
SERRA DOS AIMORÉS,28,-17.805829285714285,-40.265677857142855,2.55,Baixo,Mata Atlântica,Set,10.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,6.0,0.0,0.0
DURANDÉ,28,-20.172233928571423,-41.79274392857143,2.55,Baixo,Mata Atlântica,Out,0.0,0.0,2.0,5.0,7.0,0.0,4.0,2.0,2.0,4.0,2.0
ALAGOA,28,-22.183261428571427,-44.70065642857144,2.55,Baixo,Mata Atlântica,Ago,0.0,2.0,5.0,0.0,8.0,3.0,2.0,0.0,0.0,2.0,6.0
SANTANA DOS MONTES,27,-20.79618962962963,-43.68734666666666,2.45,Baixo,Mata Atlântica,Set,0.0,2.0,3.0,1.0,2.0,0.0,6.0,4.0,2.0,7.0,0.0
